"","region","year","nutrient_name","units_rni","byReg_rni","pop","byRegC_rni","scenario","nutrient_units","total_micronutrient_intake"
"141","Africa_Eastern",2020,"vitamin k","mcg/capita/day",44633169491.6824,982956000.387477,45.4070878799134,"RvsM_SW_newDS_FuelPrefElast_0.45","mcg/capita/day",49.8719376393142
"142","Africa_Eastern",2020,"zinc","mg/capita/day",40554946294.4537,912845824.936888,44.4269395626118,"RvsM_SW_newDS_FuelPrefElast_0.45","mg/capita/day",11.573564684739
"143","Africa_Eastern",2020,"zinc","mg/capita/day",40554946294.4537,912845824.936888,44.4269395626118,"RvsM_SW_newDS_Reference","mg/capita/day",11.6010509113866
"144","Africa_Eastern",2020,"zinc","mg/capita/day",40554946294.4537,912845824.936888,44.4269395626118,"RvsM_RreducedRandom_0.45","mg/capita/day",11.5684221556691
"145","Africa_Eastern",2025,"calcium","mg/capita/day",1067972232489.03,1089935998.64561,979.848572591529,"RvsM_SW_newDS_FuelPrefElast_0.45","mg/capita/day",462.365126740397
"146","Africa_Eastern",2025,"calcium","mg/capita/day",1067972232489.03,1089935998.64561,979.848572591529,"RvsM_SW_newDS_Reference","mg/capita/day",478.876853564217
"147","Africa_Eastern",2025,"calcium","mg/capita/day",1067972232489.03,1089935998.64561,979.848572591529,"RvsM_RreducedRandom_0.45","mg/capita/day",466.942669884088
"148","Africa_Eastern",2025,"folate","mcg/capita/day",281485351289.13,1010624913.36798,278.526036282899,"RvsM_RreducedRandom_0.45","mcg/capita/day",382.090194232095
"149","Africa_Eastern",2025,"folate","mcg/capita/day",281485351289.13,1010624913.36798,278.526036282899,"RvsM_SW_newDS_Reference","mcg/capita/day",381.695255998067
"150","Africa_Eastern",2025,"folate","mcg/capita/day",281485351289.13,1010624913.36798,278.526036282899,"RvsM_SW_newDS_FuelPrefElast_0.45","mcg/capita/day",382.059761099627
"151","Africa_Eastern",2025,"iron","mg/capita/day",12207487181.8432,1010624913.36798,12.0791472883455,"RvsM_SW_newDS_FuelPrefElast_0.45","mg/capita/day",17.1226379332009
"152","Africa_Eastern",2025,"iron","mg/capita/day",12207487181.8432,1010624913.36798,12.0791472883455,"RvsM_SW_newDS_Reference","mg/capita/day",17.0839537336384
"153","Africa_Eastern",2025,"iron","mg/capita/day",12207487181.8432,1010624913.36798,12.0791472883455,"RvsM_RreducedRandom_0.45","mg/capita/day",17.1140373592931
"154","Africa_Eastern",2025,"magnesium","mg/capita/day",191060166898.682,1010624913.36798,189.051510972514,"RvsM_RreducedRandom_0.45","mg/capita/day",539.780672974089
"155","Africa_Eastern",2025,"magnesium","mg/capita/day",191060166898.682,1010624913.36798,189.051510972514,"RvsM_SW_newDS_Reference","mg/capita/day",538.682991170554
"156","Africa_Eastern",2025,"magnesium","mg/capita/day",191060166898.682,1010624913.36798,189.051510972514,"RvsM_SW_newDS_FuelPrefElast_0.45","mg/capita/day",539.949872131897
