Title: gcam macronutrients by region,,,,
Source: DF_Macronutrient_FoodItem2 - module_aglu_L100.FAO_SUA_connection,,,,
Units: ratio,,,,
"Comments: Some regions had missing values for OilPalm and FiberCrop. They have been filled with the values of the more similar region: 8 with 1, 14 with 15, 23 with 15, 31 with 7, 18 with 29, 19 with 28, and 30 with 29",,,,
########,,,,
GCAM_region_ID,GCAM_commodity,calperg,fatperc,proteinperc
20,MiscCrop,1800.582671,7.043105798,9.626061853
20,NutsSeeds,3427.95405,29.54464383,13.55487061
20,OilCrop,6775.514669,75.06996764,1.898217342
20,OilPalm,2370.426022,26.81477401,0
20,OtherGrain,3322.970996,0.463040962,4.828027719
20,OtherMeat_Fish,802.247985,2.539555675,12.53061674
20,Pork,3753.288554,36.63461926,10.54912603
20,Poultry,1356.494881,8.324797258,11.65076948
20,Rice,2825.314882,0.466111178,5.588548827
20,RootTuber,651.5519537,0.114702145,1.489034767
20,SheepGoat,1773.836192,13.77400417,13.35526811
20,Soybean,9878.173464,111.6646182,0.074866547
20,SugarCrop,576.5355482,0.003501131,0.002325385
20,Vegetables,300.4451138,0.404621496,1.268317029
20,Wheat,3486.51418,1.296257387,9.399538024
20,Beef,1586.890985,11.50133633,12.87858835
21,Corn,3822.544955,10.12964956,7.778175997
21,Dairy,955.2087645,6.308208083,5.22676654
21,FiberCrop,5617.498196,62.3400591,1.954032628
21,Fruits,551.0506279,0.327086753,0.649720591
21,Legumes,3501.915637,2.63998371,22.3404951
21,MiscCrop,2357.684951,13.47783767,9.124323922
21,NutsSeeds,2935.654884,27.09282816,9.385440397
21,OilCrop,5743.839754,63.65524224,1.624366207
21,OilPalm,2388.042646,27.01400029,0
21,OtherGrain,3412.93384,2.5211825,9.712249344
21,OtherMeat_Fish,1222.478684,7.260761992,10.94330654
21,Pork,3409.135385,30.68009436,11.01944702
21,Poultry,1291.795164,8.358954113,12.35895781
21,Rice,2743.689571,0.526281163,5.231067077
21,RootTuber,716.2122735,0.113876599,1.537338112
21,SheepGoat,1820.724399,14.14166792,12.44619461
21,Soybean,8351.805504,93.88667963,1.037285129
21,SugarCrop,572.1817076,0.004315914,0.007345251
21,Vegetables,230.3458223,0.200862151,0.960011974
21,Wheat,3419.273734,1.47482497,10.23302755
21,Beef,1184.409206,8.754951867,9.696717948
22,Corn,3703.26219,2.520997849,9.993863614
22,Dairy,792.1182125,5.097397275,3.80878963
22,FiberCrop,6405.909586,72.46504056,0
22,Fruits,456.9437881,0.306619476,0.561000144
22,Legumes,3485.548784,2.834663212,21.57166836
22,MiscCrop,1979.608943,6.272324405,10.19975329
22,NutsSeeds,3158.706026,22.47928412,6.468687622
22,OilCrop,6449.5839,72.15614792,0.579383123
22,OilPalm,2394.101621,27.08259752,0
22,OtherGrain,3857.449156,3.049938828,10.28480459
22,OtherMeat_Fish,2360.067375,20.62939095,11.31473894
22,Pork,3758.151124,36.42915784,10.25854524
22,Poultry,1151.977357,7.656841196,10.40373145
22,Rice,2787.395905,0.68128102,5.303136577
22,RootTuber,704.0633838,0.133429646,1.603075895
22,SheepGoat,1501.324841,9.809860889,12.62395662
22,Soybean,8297.026257,93.63742383,0.263785189
22,SugarCrop,543.0133199,0.007443638,0.011252159
22,Vegetables,391.2592558,0.604312272,1.643944089
22,Wheat,3520.256395,1.262126152,11.0256937
22,Beef,2002.166016,15.24976768,14.71535141
